|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
|        1181 |   23 | Male   | Skirt          | Clothing    |              23 | Oregon         | S    | Beige     | Spring |           4.9 | No      | Standard       | Yes              |                 34 | Cash           | Monthly                | Young Adult |                      30 |
|        1182 |   61 | Male   | Shorts         | Clothing    |              96 | New York       | L    | Teal      | Summer |           3.5 | No      | Free Shipping  | Yes              |                 43 | Bank Transfer  | Quarterly              | Senior      |                      90 |
|        1183 |   37 | Male   | Jewelry        | Accessories |              21 | New Mexico     | M    | Maroon    | Spring |           3.8 | No      | Express        | Yes              |                 45 | PayPal         | Quarterly              | Adult       |                      90 |
|        1184 |   23 | Male   | Pants          | Clothing    |              39 | Louisiana      | M    | Yellow    | Spring |           4.5 | No      | 2-Day Shipping | Yes              |                  4 | Credit Card    | Weekly                 | Young Adult |                       7 |
|        1185 |   63 | Male   | Belt           | Accessories |              73 | South Carolina | S    | Indigo    | Fall   |           3.4 | No      | Express        | Yes              |                 19 | Credit Card    | Annually               | Senior      |                     365 |
|        1186 |   47 | Male   | Jeans          | Clothing    |              64 | Maine          | M    | Magenta   | Spring |           3.9 | No      | Standard       | Yes              |                 29 | Credit Card    | Monthly                | Middle-Aged |                      30 |
|        1187 |   63 | Male   | Jeans          | Clothing    |              68 | Indiana        | M    | Beige     | Summer |           4.1 | No      | 2-Day Shipping | Yes              |                 27 | Credit Card    | Annually               | Senior      |                     365 |
|        1188 |   56 | Male   | Hat            | Accessories |              89 | Iowa           | L    | Maroon    | Fall   |             3 | No      | Express        | Yes              |                 37 | Credit Card    | Every 3 Months         | Middle-Aged |                      90 |
|        1189 |   68 | Male   | Blouse         | Clothing    |              29 | Mississippi    | M    | Magenta   | Summer |           3.3 | No      | Next Day Air   | Yes              |                 11 | Credit Card    | Weekly                 | Senior      |                       7 |
|        1190 |   64 | Male   | Shirt          | Clothing    |              97 | Arkansas       | XL   | Teal      | Summer |           4.9 | No      | Free Shipping  | Yes              |                 28 | Debit Card     | Annually               | Senior      |                     365 |
|        1191 |   62 | Male   | Shirt          | Clothing    |              45 | South Carolina | M    | Orange    | Winter |           4.3 | No      | Next Day Air   | Yes              |                 31 | Credit Card    | Weekly                 | Senior      |                       7 |
|        1192 |   34 | Male   | T-shirt        | Clothing    |              70 | Indiana        | L    | Charcoal  | Winter |           4.1 | No      | Free Shipping  | Yes              |                 50 | Venmo          | Quarterly              | Adult       |                      90 |
|        1193 |   49 | Male   | Coat           | Outerwear   |              56 | Florida        | M    | Turquoise | Summer |             4 | No      | 2-Day Shipping | Yes              |                 42 | Venmo          | Quarterly              | Middle-Aged |                      90 |
|        1194 |   40 | Male   | Jacket         | Outerwear   |              55 | Alaska         | L    | Pink      | Fall   |             5 | No      | 2-Day Shipping | Yes              |                 18 | Credit Card    | Fortnightly            | Adult       |                      14 |
|        1195 |   50 | Male   | Hoodie         | Clothing    |              46 | New York       | S    | Teal      | Winter |           3.1 | No      | 2-Day Shipping | Yes              |                  6 | Credit Card    | Fortnightly            | Middle-Aged |                      14 |
|        1196 |   25 | Male   | Scarf          | Accessories |              95 | Texas          | M    | White     | Winter |             4 | No      | 2-Day Shipping | Yes              |                 33 | Venmo          | Monthly                | Young Adult |                      30 |
|        1197 |   30 | Male   | Belt           | Accessories |              88 | North Dakota   | M    | Maroon    | Winter |           3.2 | No      | 2-Day Shipping | Yes              |                 13 | Bank Transfer  | Bi-Weekly              | Young Adult |                      14 |
|        1198 |   54 | Male   | Sneakers       | Footwear    |              92 | Vermont        | L    | Violet    | Fall   |           3.9 | No      | Standard       | Yes              |                 26 | PayPal         | Annually               | Middle-Aged |                     365 |
